priority,owasp_categories,rationale,url_redacted,route_template,query_parameters,sensitivity,url_fingerprint_sha256_12,source_count,sources
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/36778304,/trips/{id},,normal,6d858daa10bf,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/36787473,/trips/{id},,normal,9a69626c8ada,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/36802006,/trips/{id},,normal,5d3cf9d6070c,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/36842938,/trips/{id},,normal,494038338c28,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/36848899,/trips/{id},,normal,a42590a11705,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/36975689,/trips/{id},,normal,b664d07c53c4,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/37245935,/trips/{id},,normal,61be58aceb8f,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/38102826,/trips/{id},,normal,78a32ae6c9c4,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/38402185,/trips/{id},,normal,6e3d9598151e,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/38881697,/trips/{id},,normal,d7448b586418,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/38964819,/trips/{id},,normal,41d83d91b870,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/38977119,/trips/{id},,normal,27eec1a27743,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/39109279,/trips/{id},,normal,8b7c7e11b489,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/39156947,/trips/{id},,normal,b38bd3d30bea,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/39157759,/trips/{id},,normal,382e9864b78c,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/31623796/itinerary,/trips/{id}/itinerary,,normal,c9090124bf26,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/34765517/itinerary,/trips/{id}/itinerary,,normal,81b14472d30e,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/35006130/itinerary,/trips/{id}/itinerary,,normal,1ad977dc12ae,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/36155049/itinerary,/trips/{id}/itinerary,,normal,9a126137d581,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/36306913/itinerary,/trips/{id}/itinerary,,normal,ba851536bb12,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/36757097/itinerary,/trips/{id}/itinerary,,normal,6f3edef3b6e8,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/36830843/itinerary,/trips/{id}/itinerary,,normal,17a7207261a4,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/34357086/search/hotels/b0dc2743-f1eb-4207-aaa1-72d19c90c2e7/map,/trips/{id}/search/hotels/{uuid}/map,,normal,0a99796c7f85,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/trips/36737556/search/hotels/7812126e-fe22-4fdc-8e50-e45fd34d2377/map,/trips/{id}/search/hotels/{uuid}/map,,normal,9b5626c8c7fb,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/void/trips/34451607,/void/trips/{id},,normal,e054448508dd,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/void/trips/35026295,/void/trips/{id},,normal,9e29ad8498ef,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
88,A01 Broken Access Control,Direct object reference in trip/event/approval route,https://app.perk.com/void/trips/35442869,/void/trips/{id},,normal,dffe17361629,3,"all_exact_host_urls_sensitive,api_urlscan,gau_urlscan"
87,A05 Security Misconfiguration; A08 Software and Data Integrity Failures,Runtime environment/configuration JavaScript,https://app.perk.com/config/env.js,/config/env.js,,normal,ebd09bdfc585,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
84,A01 Broken Access Control; A08 Software and Data Integrity Failures,Company-scoped integration configuration surface,https://app.perk.com/company/integrations,/company/integrations,,normal,d698e5d543c7,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
84,A01 Broken Access Control; A08 Software and Data Integrity Failures,Company-scoped integration configuration surface,https://app.perk.com/company/integrations/airhelp,/company/integrations/airhelp,,normal,b617d69c8231,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
84,A01 Broken Access Control; A08 Software and Data Integrity Failures,Company-scoped integration configuration surface,https://app.perk.com/company/integrations/circula,/company/integrations/circula,,normal,fea1b5dd8ba1,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
84,A01 Broken Access Control; A08 Software and Data Integrity Failures,Company-scoped integration configuration surface,https://app.perk.com/company/integrations/divvy,/company/integrations/divvy,,normal,b93d0abbe835,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
84,A01 Broken Access Control; A08 Software and Data Integrity Failures,Company-scoped integration configuration surface,https://app.perk.com/company/integrations/expensifyv2,/company/integrations/expensifyv2,,normal,6c8d59652b1b,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
84,A01 Broken Access Control; A08 Software and Data Integrity Failures,Company-scoped integration configuration surface,https://app.perk.com/company/integrations/hibob,/company/integrations/hibob,,normal,d6a4d346c0e8,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
84,A01 Broken Access Control; A08 Software and Data Integrity Failures,Company-scoped integration configuration surface,https://app.perk.com/company/integrations/moss,/company/integrations/moss,,normal,249a4444803c,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
84,A01 Broken Access Control; A08 Software and Data Integrity Failures,Company-scoped integration configuration surface,https://app.perk.com/company/integrations/pleo,/company/integrations/pleo,,normal,047545c0c568,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
84,A01 Broken Access Control; A08 Software and Data Integrity Failures,Company-scoped integration configuration surface,https://app.perk.com/company/integrations/ramp,/company/integrations/ramp,,normal,9dcb8a933ef0,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
84,A01 Broken Access Control; A08 Software and Data Integrity Failures,Company-scoped integration configuration surface,https://app.perk.com/company/integrations/soldo,/company/integrations/soldo,,normal,f4d201c93800,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
84,A01 Broken Access Control; A08 Software and Data Integrity Failures,Company-scoped integration configuration surface,https://app.perk.com/company/integrations/spendesk,/company/integrations/spendesk,,normal,1f70e8d05820,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
82,A01 Broken Access Control; A07 Identification and Authentication Failures,Account-scoped settings route,https://app.perk.com/account/trip-settings,/account/trip-settings,,normal,ce1026636814,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/FR/signup,/FR/signup,,normal,f4ef57b08950,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/api-token-refresh/,/api-token-refresh/,,normal,652809e73ad5,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/api-token-session/,/api-token-session/,,normal,d00c4fdceef6,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/de/signup,/de/signup,,normal,f304b383c447,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/en-US/signup,/en-US/signup,,normal,d569438369ce,5,"all_exact_host_urls_sensitive,api_otx,gau_otx,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/en-US/signup?_gl=[TRACKING_REDACTED],/en-US/signup?_gl=,_gl,normal,f733ab8922a0,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/en-ca/signup,/en-ca/signup,,normal,5c2d603d3b77,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/en/signup,/en/signup,,normal,9f362dbb6d5f,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/it/signup,/it/signup,,normal,8bfd3fedcbfe,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/login,/login,,normal,9c817a6cd602,7,"all_exact_host_urls_sensitive,api_otx,api_urlscan,gau_otx,gau_urlscan,gau_wayback,waybackurls"
75,A03 Injection; A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface; Client-controlled navigation parameter on login",https://app.perk.com/login?coming_from=[REDACTED],/login?coming_from=,coming_from,normal,5a2a130b142b,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/nl/signup,/nl/signup,,normal,4eed071404a8,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",http://app.perk.com/onboard,/onboard,,normal,666651494cb9,2,"all_exact_host_urls_sensitive,api_urlscan"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/onboard,/onboard,,normal,2a7870b59f47,3,"all_exact_host_urls_sensitive,api_urlscan,gau_urlscan"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/onboard/,/onboard/,,normal,a777742526a0,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/signup/,/signup/,,normal,e75ceaf8bb50,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
75,A07 Identification and Authentication Failures,"Authentication, onboarding, or session lifecycle surface",https://app.perk.com/signup/?_gl=[TRACKING_REDACTED],/signup/?_gl=,_gl,normal,86869ca0fe77,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
72,A01 Broken Access Control,Authenticated object collection or user-task surface,https://app.perk.com/events,/events,,normal,77b139033eab,3,"all_exact_host_urls_sensitive,gau_wayback,waybackurls"
72,A01 Broken Access Control,Authenticated object collection or user-task surface,https://app.perk.com/itinerary,/itinerary,,normal,1d29904ebc25,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
72,A01 Broken Access Control,Authenticated object collection or user-task surface,https://app.perk.com/people,/people,,normal,a85f8dce5db5,3,"all_exact_host_urls_sensitive,api_otx,gau_otx"
